unicode,ibm,pcms
U+850C,5F20,DD20
U+750D,5F20,DD20
U+8538,5F20,DD20
U+84F0,5F20,DD20
U+8539,5F20,DD20
U+851F,5F20,DDFD
U+853A,5F20,DDFE
U+8556,5FA0,DEA1
U+853B,5FA1,DEA2
U+84FF,5FA2,DEA3
U+84FC,5FA3,DEA4
U+8559,5FA4,DEA5
U+8548,5FA5,DEA6
U+8568,5FA6,DEA7
U+8564,5FA7,DEA8
U+855E,5FA8,DEA9
U+857A,5FA9,DEAA
U+77A2,5FAA,DEAB
U+8543,5FAB,DEAC
U+8572,5FAC,DEAD
U+857B,5FAD,DEAE
U+85A4,5FAE,DEAF
U+85A8,5FAF,DEB0
U+8587,5FB0,DEB1
U+858F,5FB1,DEB2
U+8579,5FB2,DEB3
U+85AE,5FB3,DEB4
U+859C,5FB4,DEB5
U+8585,5FB5,DEB6
U+85B9,5FB6,DEB7
U+85B7,5FB7,DEB8
U+85B0,5FB8,DEB9
U+85D3,5FB9,DEBA
U+85C1,5FBA,DEBB
U+85DC,5FBB,DEBC
U+85FF,5FBC,DEBD
U+8627,5FBD,DEBE
U+8605,5FBE,DEBF
U+8629,5FBF,DEC0
U+8616,5FC0,DEC1
U+863C,5FC1,DEC2
U+5EFE,5FC2,DEC3
U+5F08,5FC3,DEC4
U+593C,5FC4,DEC5
U+5941,5FC5,DEC6
U+8037,5FC6,DEC7
U+5955,5FC7,DEC8
U+595A,5FC8,DEC9
U+5958,5FC9,DECA
U+530F,5FCA,DECB
U+5C22,5FCB,DECC
U+5C25,5FCC,DECD
U+5C2C,5FCD,DECE
U+5C34,5FCE,DECF
U+624C,5FCF,DED0
U+626A,5FD0,DED1
U+6220,5FD1,DED2
U+62BB,5FD2,DED3
U+62CA,5FD3,DED4
U+62DA,5FD4,DED5
U+62D7,5FD5,DED6
U+6220,5FD6,DED7
U+6322,5FD7,DED8
U+6220,5FD8,DED9
U+6339,5FD9,DEDA
U+634B,5FDA,DEDB
U+6343,5FDB,DEDC
U+63AD,5FDC,DEDD
U+6320,5FDD,DEDE
U+6371,5FDE,DEDF
U+637A,5FDF,DE20
U+6320,5F20,DE20
U+63B4,5F20,DE20
U+636D,5F20,DE20
U+63AC,5F20,DE20
U+6320,5F20,DE20
U+6369,5F20,DE20
U+63AE,5F20,DE20
U+63BC,5F20,DE20
U+6320,5F20,DE20
U+6320,5F20,DE20
U+6320,5F20,DE20
U+63FF,5F20,DE20
U+63C4,5F20,DE20
U+63DE,5F20,DE20
U+63CE,5F20,DE20
U+6452,5F20,DE20
U+63C6,5F20,DE20
U+63BE,5F20,DE20
U+6445,5F20,DE20
U+6441,5F20,DE20
U+640B,5F20,DE20
U+641B,5F20,DE20
U+6420,5F20,DE20
U+640C,5F20,DE20
U+6426,5F20,DE20
U+6421,5F20,DE20
U+645E,5F20,DE20
U+6420,5F20,DE20
U+646D,5F20,DEFD
U+6420,5FFD,DEFE
U+647A,6041,DFA1
U+64B7,6042,DFA2
U+64B8,6043,DFA3
U+6420,6044,DFA4
U+64BA,6045,DFA5
U+64C0,6046,DFA6
U+64D0,6047,DFA7
U+64D7,6048,DFA8
U+6420,6049,DFA9
U+6420,604A,DFAA
U+6509,604B,DFAB
U+6525,604C,DFAC
U+652E,604D,DFAD
U+5F0B,604E,DFAE
U+5FD2,604F,DFAF
U+7519,6050,DFB0
U+5F11,6051,DFB1
U+535F,6052,DFB2
U+5320,6053,DFB3
U+53FD,6054,DFB4
U+5320,6055,DFB5
U+5320,6056,DFB6
U+5320,6057,DFB7
U+5412,6058,DFB8
U+5416,6059,DFB9
U+5406,605A,DFBA
U+544B,605B,DFBB
U+5452,605C,DFBC
U+5453,605D,DFBD
U+5454,605E,DFBE
U+5456,605F,DFBF
U+5443,6060,DFC0
U+5421,6061,DFC1
U+5457,6062,DFC2
U+5459,6063,DFC3
U+5423,6064,DFC4
U+5432,6065,DFC5
U+5420,6066,DFC6
U+5420,6067,DFC7
U+5477,6068,DFC8
U+5471,6069,DFC9
U+5464,606A,DFCA
U+5420,606B,DFCB
U+5420,606C,DFCC
U+5420,606D,DFCD
U+5476,606E,DFCE
U+5466,606F,DFCF
U+5420,6070,DFD0
U+54D0,6071,DFD1
U+54AD,6072,DFD2
U+54C2,6073,DFD3
U+54B4,6074,DFD4
U+54D2,6075,DFD5
U+54A7,6076,DFD6
U+54A6,6077,DFD7
U+54D3,6078,DFD8
U+54D4,6079,DFD9
U+5472,607A,DFDA
U+54A3,607B,DFDB
U+54D5,607C,DFDC
U+54BB,607D,DFDD
U+54BF,607E,DFDE
U+54CC,607F,DFDF
U+54D9,6020,DF20
U+54DA,6020,DF20
U+54DC,6020,DF20
U+54A9,6020,DF20
U+54AA,6020,DF20
U+54A4,6020,DF20
U+54DD,6020,DF20
U+54CF,6020,DF20
U+54DE,6020,DF20
U+551B,6020,DF20
U+5420,6020,DF20
U+5520,6020,DF20
U+54FD,6020,DF20
U+5514,6020,DF20
U+5420,6020,DF20
U+5522,6020,DF20
U+5523,6020,DF20
U+550F,6020,DF20
U+5511,6020,DF20
U+5527,6020,DF20
U+552A,6020,DF20
U+5567,6020,DF20
U+5520,6020,DF20
U+55B5,6020,DF20
U+5549,6020,DF20
U+556D,6020,DF20
U+5541,6020,DF20
U+5555,6020,DF20
U+553F,6020,DF20
U+5550,6020,DFFD
U+553C,6020,DFFE
U+5537,60A0,E0A1
U+5556,60A1,E0A2
U+5575,60A2,E0A3
U+5576,60A3,E0A4
U+5577,60A4,E0A5
U+5533,60A5,E0A6
U+5530,60A6,E0A7
U+555C,60A7,E0A8
U+5520,60A8,E0A9
U+55D2,60A9,E0AA
U+5520,60AA,E0AB
U+55B1,60AB,E0AC
U+55B9,60AC,E0AD
U+5520,60AD,E0AE
U+5520,60AE,E0AF
U+5520,60AF,E0B0
U+557E,60B0,E0B1
U+55D6,60B1,E0B2
U+5520,60B2,E0B3
U+557B,60B3,E0B4
U+55DF,60B4,E0B5
U+55BD,60B5,E0B6
U+55BE,60B6,E0B7
U+5520,60B7,E0B8
U+5520,60B8,E0B9
U+5520,60B9,E0BA
U+5520,60BA,E0BB
U+55C9,60BB,E0BC
U+561F,60BC,E0BD
U+55D1,60BD,E0BE
U+5520,60BE,E0BF
U+5520,60BF,E0C0
U+55D4,60C0,E0C1
U+5520,60C1,E0C2
U+55DD,60C2,E0C3
U+55C4,60C3,E0C4
U+5520,60C4,E0C5
U+5520,60C5,E0C6
U+5520,60C6,E0C7
U+5520,60C7,E0C8
U+55CC,60C8,E0C9
U+55CD,60C9,E0CA
U+5520,60CA,E0CB
U+5520,60CB,E0CC
U+5520,60CC,E0CD
U+8F94,60CD,E0CE
U+561E,60CE,E0CF
U+5608,60CF,E0D0
U+560C,60D0,E0D1
U+5601,60D1,E0D2
U+5624,60D2,E0D3
U+5623,60D3,E0D4
U+55FE,60D4,E0D5
U+5600,60D5,E0D6
U+5627,60D6,E0D7
U+562D,60D7,E0D8
U+5658,60D8,E0D9
U+5639,60D9,E0DA
U+5657,60DA,E0DB
U+562C,60DB,E0DC
U+564D,60DC,E0DD
U+5662,60DD,E0DE
U+5659,60DE,E0DF
U+565C,60DF,E0E0
U+564C,6020,E0E1
U+5654,6020,E0E2
U+5620,6020,E0E3
U+5664,6020,E0E4
U+5671,6020,E0E5
U+566B,6020,E0E6
U+567B,6020,E0E7
U+567C,6020,E0E8
U+5620,6020,E0E9
U+5620,6020,E0EA
U+56AF,6020,E0EB
U+56D4,6020,E0EC
U+56D7,6020,E0ED
U+56DD,6020,E0EE
U+5620,6020,E0EF
U+5620,6020,E0F0
U+5620,6020,E0F1
U+5620,6020,E0F2
U+56FF,6020,E0F3
U+5704,6020,E0F4
U+570A,6020,E0F5
U+5709,6020,E0F6
U+571C,6020,E0F7
U+5E0F,6020,E0F8
U+5E19,6020,E0F9
U+5E14,6020,E0FA
U+5E11,6020,E0FB
U+5E31,6020,E0FC
U+5E3B,6020,E0FD
U+5E3C,60FD,E0FE
U+5E37,6141,E1A1
U+5E44,6142,E1A2
U+5E54,6143,E1A3
U+5E5B,6144,E1A4
U+5E5E,6145,E1A5
U+5E61,6146,E1A6
U+5C20,6147,E1A7
U+5C7A,6148,E1A8
U+5C20,6149,E1A9
U+5C20,614A,E1AA
U+5C20,614B,E1AB
U+5C20,614C,E1AC
U+5C20,614D,E1AD
U+5C20,614E,E1AE
U+5C20,614F,E1AF
U+5C20,6150,E1B0
U+5C20,6151,E1B1
U+5CB5,6152,E1B2
U+5CA2,6153,E1B3
U+5CBD,6154,E1B4
U+5CAC,6155,E1B5
U+5CAB,6156,E1B6
U+5CB1,6157,E1B7
U+5CA3,6158,E1B8
U+5CC1,6159,E1B9
U+5CB7,615A,E1BA
U+5CC4,615B,E1BB
U+5CD2,615C,E1BC
U+5C20,615D,E1BD
U+5CCB,615E,E1BE
U+5C20,615F,E1BF
U+5D02,6160,E1C0
U+5D03,6161,E1C1
U+5D27,6162,E1C2
U+5D26,6163,E1C3
U+5D2E,6164,E1C4
U+5D24,6165,E1C5
U+5D1E,6166,E1C6
U+5D06,6167,E1C7
U+5D1B,6168,E1C8
U+5D58,6169,E1C9
U+5D3E,616A,E1CA
U+5D34,616B,E1CB
U+5D3D,616C,E1CC
U+5D6C,616D,E1CD
U+5D5B,616E,E1CE
U+5D6F,616F,E1CF
U+5D5D,6170,E1D0
U+5D6B,6171,E1D1
U+5D4B,6172,E1D2
U+5D4A,6173,E1D3
U+5D69,6174,E1D4
U+5D74,6175,E1D5
U+5D20,6176,E1D6
U+5D20,6177,E1D7
U+5D20,6178,E1D8
U+8C73,6179,E1D9
U+5DB7,617A,E1DA
U+5DC5,617B,E1DB
U+5F73,617C,E1DC
U+5F77,617D,E1DD
U+5F20,617E,E1DE
U+5F20,617F,E1DF
U+5F20,6120,E1E0
U+5F20,6120,E1E1
U+5F20,6120,E1E2
U+5F20,6120,E1E3
U+5F20,6120,E1E4
U+5FA8,6120,E1E5
U+5FAD,6120,E1E6
U+5FB5,6120,E1E7
U+5FBC,6120,E1E8
U+8862,6120,E1E9
U+5F61,6120,E1EA
U+72AD,6120,E1EB
U+72B0,6120,E1EC
U+72B4,6120,E1ED
U+72B7,6120,E1EE
U+72B8,6120,E1EF
U+72C3,6120,E1F0
U+72C1,6120,E1F1
U+72CE,6120,E1F2
U+72CD,6120,E1F3
U+72D2,6120,E1F4
U+7220,6120,E1F5
U+7220,6120,E1F6
U+7220,6120,E1F7
U+7220,6120,E1F8
U+7220,6120,E1F9
U+7220,6120,E1FA
U+7301,6120,E1FB
U+7220,6120,E1FC
U+7303,6120,E1FD
U+7220,6120,E1FE
U+7220,61A0,E2A1
U+7317,61A1,E2A2
U+7313,61A2,E2A3
U+7321,61A3,E2A4
U+730A,61A4,E2A5
U+731E,61A5,E2A6
U+731D,61A6,E2A7
U+7315,61A7,E2A8
U+7322,61A8,E2A9
U+7339,61A9,E2AA
U+7325,61AA,E2AB
U+732C,61AB,E2AC
U+7338,61AC,E2AD
U+7331,61AD,E2AE
U+7350,61AE,E2AF
U+734D,61AF,E2B0
U+7357,61B0,E2B1
U+7360,61B1,E2B2
U+736C,61B2,E2B3
U+736F,61B3,E2B4
U+737E,61B4,E2B5
U+821B,61B5,E2B6
U+5925,61B6,E2B7
U+98E7,61B7,E2B8
U+5924,61B8,E2B9
U+5902,61B9,E2BA
U+9963,61BA,E2BB
U+9967,61BB,E2BC
U+9968,61BC,E2BD
U+9969,61BD,E2BE
U+996A,61BE,E2BF
U+996B,61BF,E2C0
U+996C,61C0,E2C1
U+9974,61C1,E2C2
U+9977,61C2,E2C3
U+997D,61C3,E2C4
U+9980,61C4,E2C5
U+9984,61C5,E2C6
U+9987,61C6,E2C7
U+998A,61C7,E2C8
U+998D,61C8,E2C9
U+9990,61C9,E2CA
U+9991,61CA,E2CB
U+9993,61CB,E2CC
U+9994,61CC,E2CD
U+9995,61CD,E2CE
U+5E80,61CE,E2CF
U+5E20,61CF,E2D0
U+5E20,61D0,E2D1
U+5E20,61D1,E2D2
U+5EA5,61D2,E2D3
U+5EA0,61D3,E2D4
U+5EB9,61D4,E2D5
U+5EB5,61D5,E2D6
U+5EBE,61D6,E2D7
U+5EB3,61D7,E2D8
U+8D53,61D8,E2D9
U+5ED2,61D9,E2DA
U+5ED1,61DA,E2DB
U+5EDB,61DB,E2DC
U+5E20,61DC,E2DD
U+5E20,61DD,E2DE
U+81BA,61DE,E2DF
U+5FC4,61DF,E2E0
U+5FC9,6120,E2E1
U+5FD6,6120,E2E2
U+5FCF,6120,E2E3
U+6003,6120,E2E4
U+5F20,6120,E2E5
U+6004,6120,E2E6
U+5F20,6120,E2E7
U+5F20,6120,E2E8
U+5FFE,6120,E2E9
U+6005,6120,E2EA
U+6006,6120,E2EB
U+5F20,6120,E2EC
U+5F20,6120,E2ED
U+5F20,6120,E2EE
U+6019,6120,E2EF
U+6035,6120,E2F0
U+6026,6120,E2F1
U+601B,6120,E2F2
U+600F,6120,E2F3
U+600D,6120,E2F4
U+6029,6120,E2F5
U+602B,6120,E2F6
U+600A,6120,E2F7
U+603F,6120,E2F8
U+6021,6120,E2F9
U+6078,6120,E2FA
U+6079,6120,E2FB
U+607B,6120,E2FC
U+607A,6120,E2FD
U+6042,61FD,E2FE
U+606A,6241,E3A1
U+607D,6242,E3A2
U+6020,6243,E3A3
U+6020,6244,E3A4
U+60AD,6245,E3A5
U+6020,6246,E3A6
U+6020,6247,E3A7
U+6020,6248,E3A8
U+6020,6249,E3A9
U+6020,624A,E3AA
U+6020,624B,E3AB
U+60BB,624C,E3AC
U+60B1,624D,E3AD
U+60DD,624E,E3AE
U+60D8,624F,E3AF
U+60C6,6250,E3B0
U+60DA,6251,E3B1
U+60B4,6252,E3B2
U+6120,6253,E3B3
U+6126,6254,E3B4
U+6115,6255,E3B5
U+6123,6256,E3B6
U+6020,6257,E3B7
U+6100,6258,E3B8
U+610E,6259,E3B9
U+612B,625A,E3BA
U+614A,625B,E3BB
U+6175,625C,E3BC
U+61AC,625D,E3BD
U+6120,625E,E3BE
U+61A7,625F,E3BF
U+61B7,6260,E3C0
U+61D4,6261,E3C1
U+6120,6262,E3C2
U+5FDD,6263,E3C3
U+96B3,6264,E3C4
U+95E9,6265,E3C5
U+95EB,6266,E3C6
U+95F1,6267,E3C7
U+95F3,6268,E3C8
U+95F5,6269,E3C9
U+95F6,626A,E3CA
U+95FC,626B,E3CB
U+95FE,626C,E3CC
U+9603,626D,E3CD
U+9604,626E,E3CE
U+9606,626F,E3CF
U+9608,6270,E3D0
U+960A,6271,E3D1
U+960B,6272,E3D2
U+960C,6273,E3D3
U+960D,6274,E3D4
U+960F,6275,E3D5
U+9612,6276,E3D6
U+9615,6277,E3D7
U+9616,6278,E3D8
U+9617,6279,E3D9
U+9619,627A,E3DA
U+961A,627B,E3DB
U+4E2C,627C,E3DC
U+723F,627D,E3DD
U+6215,627E,E3DE
U+6C35,627F,E3DF
U+6C54,6220,E3E0
U+6C5C,6220,E3E1
U+6C4A,6220,E3E2
U+6CA3,6220,E3E3
U+6C20,6220,E3E4
U+6C20,6220,E3E5
U+6C20,6220,E3E6
U+6C20,6220,E3E7
U+6C68,6220,E3E8
U+6C69,6220,E3E9
U+6C74,6220,E3EA
U+6C76,6220,E3EB
U+6C20,6220,E3EC
U+6CA9,6220,E3ED
U+6CD0,6220,E3EE
U+6CD4,6220,E3EF
U+6CAD,6220,E3F0
U+6C20,6220,E3F1
U+6C20,6220,E3F2
U+6C20,6220,E3F3
U+6CD7,6220,E3F4
U+6CB2,6220,E3F5
U+6C20,6220,E3F6
U+6CD6,6220,E3F7
U+6C20,6220,E3F8
U+6C20,6220,E3F9
U+6C20,6220,E3FA
U+6CB1,6220,E3FB
U+6CD3,6220,E3FC
U+6C20,6220,E3FD
U+6CFE,6220,E3FE
U+6D39,62A0,E4A1
U+6D27,62A1,E4A2
U+6D0C,62A2,E4A3
U+6D43,62A3,E4A4
U+6D48,62A4,E4A5
U+6D07,62A5,E4A6
U+6D04,62A6,E4A7
U+6D19,62A7,E4A8
U+6D0E,62A8,E4A9
U+6D2B,62A9,E4AA
U+6D4D,62AA,E4AB
U+6D2E,62AB,E4AC
U+6D35,62AC,E4AD
U+6D1A,62AD,E4AE
U+6D4F,62AE,E4AF
U+6D52,62AF,E4B0
U+6D54,62B0,E4B1
U+6D33,62B1,E4B2
U+6D20,62B2,E4B3
U+6D6F,62B3,E4B4
U+6D20,62B4,E4B5
U+6DA0,62B5,E4B6
U+6D5E,62B6,E4B7
U+6D20,62B7,E4B8
U+6D20,62B8,E4B9
U+6D5C,62B9,E4BA
U+6D60,62BA,E4BB
U+6D7C,62BB,E4BC
U+6D63,62BC,E4BD
U+6E1A,62BD,E4BE
U+6DC7,62BE,E4BF
U+6DC5,62BF,E4C0
U+6DDE,62C0,E4C1
U+6E0E,62C1,E4C2
U+6DBF,62C2,E4C3
U+6D20,62C3,E4C4
U+6E11,62C4,E4C5
U+6D20,62C5,E4C6
U+6DDD,62C6,E4C7
U+6DD9,62C7,E4C8
U+6E16,62C8,E4C9
U+6DAB,62C9,E4CA
U+6E0C,62CA,E4CB
U+6DAE,62CB,E4CC
U+6E2B,62CC,E4CD
U+6E6E,62CD,E4CE
U+6E4E,62CE,E4CF
U+6E6B,62CF,E4D0
U+6EB2,62D0,E4D1
U+6E5F,62D1,E4D2
U+6E20,62D2,E4D3
U+6E53,62D3,E4D4
U+6E54,62D4,E4D5
U+6E32,62D5,E4D6
U+6E25,62D6,E4D7
U+6E44,62D7,E4D8
U+6EDF,62D8,E4D9
U+6EB1,62D9,E4DA
U+6E20,62DA,E4DB
U+6E20,62DB,E4DC
U+6F2D,62DC,E4DD
U+6E20,62DD,E4DE
U+6EA5,62DE,E4DF
U+6EA7,62DF,E4E0
U+6EBD,6220,E4E1
U+6EBB,6220,E4E2
U+6EB7,6220,E4E3
U+6ED7,6220,E4E4
U+6EB4,6220,E4E5
U+6ECF,6220,E4E6
U+6E20,6220,E4E7
U+6EC2,6220,E4E8
U+6E20,6220,E4E9
U+6F62,6220,E4EA
U+6F46,6220,E4EB
U+6F47,6220,E4EC
U+6F24,6220,E4ED
U+6F15,6220,E4EE
U+6E20,6220,E4EF
U+6F2F,6220,E4F0
U+6F36,6220,E4F1
U+6F4B,6220,E4F2
U+6F74,6220,E4F3
U+6F2A,6220,E4F4
U+6F09,6220,E4F5
U+6F29,6220,E4F6
U+6F20,6220,E4F7
U+6F20,6220,E4F8
U+6F20,6220,E4F9
U+6F78,6220,E4FA
U+6F72,6220,E4FB
U+6F7C,6220,E4FC
U+6F7A,6220,E4FD
U+6FD1,62FD,E4FE
U+6FC9,6341,E5A1
U+6FA7,6342,E5A2
U+6FB9,6343,E5A3
U+6FB6,6344,E5A4
U+6FC2,6345,E5A5
U+6F20,6346,E5A6
U+6F20,6347,E5A7
U+6FDE,6348,E5A8
U+6F20,6349,E5A9
U+6F20,634A,E5AA
U+701A,634B,E5AB
U+7023,634C,E5AC
U+701B,634D,E5AD
U+7039,634E,E5AE
U+7035,634F,E5AF
U+704F,6350,E5B0
U+705E,6351,E5B1
U+5B80,6352,E5B2
U+5B20,6353,E5B3
U+5B20,6354,E5B4
U+5B20,6355,E5B5
U+5BA5,6356,E5B6
U+5BB8,6357,E5B7
U+752F,6358,E5B8
U+9A9E,6359,E5B9
U+6434,635A,E5BA
U+5B20,635B,E5BB
U+5B20,635C,E5BC
U+8930,635D,E5BD
U+5B20,635E,E5BE
U+8E47,635F,E5BF
U+8B07,6360,E5C0
U+8FB6,6361,E5C1
U+8FD3,6362,E5C2
U+8FD5,6363,E5C3
U+8FE5,6364,E5C4
U+8FEE,6365,E5C5
U+8FE4,6366,E5C6
U+8FE9,6367,E5C7
U+8FE6,6368,E5C8
U+8FF3,6369,E5C9
U+8FE8,636A,E5CA
U+9005,636B,E5CB
U+9004,636C,E5CC
U+900B,636D,E5CD
U+9026,636E,E5CE
U+9011,636F,E5CF
U+900D,6370,E5D0
U+9016,6371,E5D1
U+9021,6372,E5D2
U+9035,6373,E5D3
U+9036,6374,E5D4
U+902D,6375,E5D5
U+902F,6376,E5D6
U+9044,6377,E5D7
U+9051,6378,E5D8
U+9052,6379,E5D9
U+9050,637A,E5DA
U+9068,637B,E5DB
U+9058,637C,E5DC
U+9062,637D,E5DD
U+905B,637E,E5DE
U+66B9,637F,E5DF
U+9074,6320,E5E0
U+907D,6320,E5E1
U+9082,6320,E5E2
U+9088,6320,E5E3
U+9083,6320,E5E4
U+908B,6320,E5E5
U+5F50,6320,E5E6
U+5F57,6320,E5E7
U+5F56,6320,E5E8
U+5F58,6320,E5E9
U+5C3B,6320,E5EA
U+54AB,6320,E5EB
U+5C50,6320,E5EC
U+5C59,6320,E5ED
U+5B71,6320,E5EE
U+5C63,6320,E5EF
U+5C66,6320,E5F0
U+7FBC,6320,E5F1
U+5F2A,6320,E5F2
U+5F29,6320,E5F3
U+5F2D,6320,E5F4
U+8274,6320,E5F5
U+5F3C,6320,E5F6
U+9B3B,6320,E5F7
U+5C6E,6320,E5F8
U+5920,6320,E5F9
U+5920,6320,E5FA
U+5920,6320,E5FB
U+59A9,6320,E5FC
U+59AA,6320,E5FD
U+59A3,6320,E5FE
U+5920,63A0,E6A1
U+59CA,63A1,E6A2
U+59AB,63A2,E6A3
U+5920,63A3,E6A4
U+59A4,63A4,E6A5
U+59D2,63A5,E6A6
U+59B2,63A6,E6A7
U+59AF,63A7,E6A8
U+59D7,63A8,E6A9
U+59BE,63A9,E6AA
U+5A05,63AA,E6AB
U+5A06,63AB,E6AC
U+59DD,63AC,E6AD
U+5A08,63AD,E6AE
U+5920,63AE,E6AF
U+59D8,63AF,E6B0
U+5920,63B0,E6B1
U+5A0C,63B1,E6B2
U+5A09,63B2,E6B3
U+5A32,63B3,E6B4
U+5A34,63B4,E6B5
U+5A11,63B5,E6B6
U+5A23,63B6,E6B7
U+5A13,63B7,E6B8
U+5A40,63B8,E6B9
U+5A67,63B9,E6BA
U+5A4A,63BA,E6BB
U+5A55,63BB,E6BC
U+5A3C,63BC,E6BD
U+5A62,63BD,E6BE
U+5A75,63BE,E6BF
U+8020,63BF,E6C0
U+5AAA,63C0,E6C1
U+5A20,63C1,E6C2
U+5A77,63C2,E6C3
U+5A7A,63C3,E6C4
U+5ABE,63C4,E6C5
U+5A20,63C5,E6C6
U+5AB2,63C6,E6C7
U+5AD2,63C7,E6C8
U+5AD4,63C8,E6C9
U+5AB8,63C9,E6CA
U+5A20,63CA,E6CB
U+5A20,63CB,E6CC
U+5A20,63CC,E6CD
U+5AD6,63CD,E6CE
U+5A20,63CE,E6CF
U+5AD8,63CF,E6D0
U+5ADC,63D0,E6D1
U+5B09,63D1,E6D2
U+5B17,63D2,E6D3
U+5B16,63D3,E6D4
U+5B32,63D4,E6D5
U+5B37,63D5,E6D6
U+5B40,63D6,E6D7
U+5C15,63D7,E6D8
U+5C1C,63D8,E6D9
U+5B5A,63D9,E6DA
U+5B65,63DA,E6DB
U+5B73,63DB,E6DC
U+5B51,63DC,E6DD
U+5B53,63DD,E6DE
U+5B62,63DE,E6DF
U+9A75,63DF,E6E0
U+9A77,6320,E6E1
U+9A78,6320,E6E2
U+9A7A,6320,E6E3
U+9A7F,6320,E6E4
U+9A7D,6320,E6E5
U+9A80,6320,E6E6
U+9A81,6320,E6E7
U+9A85,6320,E6E8
U+9A88,6320,E6E9
U+9A8A,6320,E6EA
U+9A90,6320,E6EB
U+9A92,6320,E6EC
U+9A93,6320,E6ED
U+9A96,6320,E6EE
U+9A98,6320,E6EF
U+9A9B,6320,E6F0
U+9A9C,6320,E6F1
U+9A9D,6320,E6F2
U+9A9F,6320,E6F3
U+9AA0,6320,E6F4
U+9AA2,6320,E6F5
U+9AA3,6320,E6F6
U+9AA5,6320,E6F7
U+9AA7,6320,E6F8
U+7E20,6320,E6F9
U+7EA1,6320,E6FA
U+7EA3,6320,E6FB
U+7EA5,6320,E6FC
U+7EA8,6320,E6FD
U+7EA9,63FD,E6FE
U+7EAD,6441,E7A1
U+7EB0,6442,E7A2
U+7EBE,6443,E7A3
U+7EC0,6444,E7A4
U+7EC1,6445,E7A5
U+7EC2,6446,E7A6
U+7EC9,6447,E7A7
U+7ECB,6448,E7A8
U+7ECC,6449,E7A9
U+7ED0,644A,E7AA
U+7ED4,644B,E7AB
U+7ED7,644C,E7AC
U+7EDB,644D,E7AD
U+7E20,644E,E7AE
U+7E20,644F,E7AF
U+7E20,6450,E7B0
U+7E20,6451,E7B1
U+7E20,6452,E7B2
U+7E20,6453,E7B3
U+7E20,6454,E7B4
U+7E20,6455,E7B5
U+7F0D,6456,E7B6
U+7E20,6457,E7B7
U+7E20,6458,E7B8
U+7E20,6459,E7B9
U+7EFE,645A,E7BA
U+7F01,645B,E7BB
U+7F02,645C,E7BC
U+7F03,645D,E7BD
U+7F07,645E,E7BE
U+7F08,645F,E7BF
U+7F0B,6460,E7C0
U+7F0C,6461,E7C1
U+7F0F,6462,E7C2
U+7F11,6463,E7C3
U+7F12,6464,E7C4
U+7F17,6465,E7C5
U+7F19,6466,E7C6
U+7F1C,6467,E7C7
U+7F1B,6468,E7C8
U+7F1F,6469,E7C9
U+7F21,646A,E7CA
U+7F22,646B,E7CB
U+7F23,646C,E7CC
U+7F24,646D,E7CD
U+7F25,646E,E7CE
U+7F26,646F,E7CF
U+7F27,6470,E7D0
U+7F2A,6471,E7D1
U+7F2B,6472,E7D2
U+7F2C,6473,E7D3
U+7F2D,6474,E7D4
U+7F2F,6475,E7D5
U+7F30,6476,E7D6
U+7F31,6477,E7D7
U+7F32,6478,E7D8
U+7F33,6479,E7D9
U+7F35,647A,E7DA
U+5E7A,647B,E7DB
U+757F,647C,E7DC
U+5DDB,647D,E7DD
U+753E,647E,E7DE
U+9095,647F,E7DF
U+7320,6420,E7E0
U+7320,6420,E7E1
U+73AE,6420,E7E2
U+73A2,6420,E7E3
U+7320,6420,E7E4
U+73CF,6420,E7E5
U+73C2,6420,E7E6
U+73D1,6420,E7E7
U+73B7,6420,E7E8
U+73B3,6420,E7E9
U+73C0,6420,E7EA
U+73C9,6420,E7EB
U+73C8,6420,E7EC
U+7320,6420,E7ED
U+73D9,6420,E7EE
U+987C,6420,E7EF
U+740A,6420,E7F0
U+7320,6420,E7F1
U+7320,6420,E7F2
U+73DE,6420,E7F3
U+73BA,6420,E7F4
U+7320,6420,E7F5
U+740F,6420,E7F6
U+742A,6420,E7F7
U+745B,6420,E7F8
U+7426,6420,E7F9
U+7425,6420,E7FA
U+7428,6420,E7FB
U+7430,6420,E7FC
U+742E,6420,E7FD
U+742C,6420,E7FE
U+741B,64A0,E8A1
U+741A,64A1,E8A2
U+7441,64A2,E8A3
U+745C,64A3,E8A4
U+7457,64A4,E8A5
U+7455,64A5,E8A6
U+7459,64A6,E8A7
U+7477,64A7,E8A8
U+746D,64A8,E8A9
U+747E,64A9,E8AA
U+7420,64AA,E8AB
U+7420,64AB,E8AC
U+7480,64AC,E8AD
U+7420,64AD,E8AE
U+7420,64AE,E8AF
U+7420,64AF,E8B0
U+7420,64B0,E8B1
U+74A8,64B1,E8B2
U+74A9,64B2,E8B3
U+7420,64B3,E8B4
U+74A7,64B4,E8B5
U+74D2,64B5,E8B6
U+74BA,64B6,E8B7
U+97EA,64B7,E8B8
U+97EB,64B8,E8B9
U+97EC,64B9,E8BA
U+674C,64BA,E8BB
U+6753,64BB,E8BC
U+675E,64BC,E8BD
U+6748,64BD,E8BE
U+6769,64BE,E8BF
U+67A5,64BF,E8C0
U+6720,64C0,E8C1
U+676A,64C1,E8C2
U+6773,64C2,E8C3
U+6720,64C3,E8C4
U+67A7,64C4,E8C5
U+6775,64C5,E8C6
