MSGID,MNEMONIC,LINENO,LEVEL,TEXT,PBUTTONS
4742.0,IN_DEFAULT_TITLE_OPTION,1.0,O,Default Title,SASHELP.FSP.OK.SLIST
4743.0,IN_SHOW_DRILLPATH,1.0,O,Show Drillpath,SASHELP.FSP.OK.SLIST
4744.0,IN_YES,1.0,O,Yes,SASHELP.FSP.OK.SLIST
4745.0,IN_NO,1.0,O,No,SASHELP.FSP.OK.SLIST
4746.0,IN_WIDTH,1.0,O,Width,SASHELP.FSP.OK.SLIST
4747.0,IN_HEIGHT,1.0,O,Height,SASHELP.FSP.OK.SLIST
4748.0,IN_SHOW_TOTALS,1.0,O,Show Totals,SASHELP.FSP.OK.SLIST
4749.0,IN_REPORT_LAYOUT,1.0,O,Report Layout,SASHELP.FSP.OK.SLIST
4750.0,IN_REPORT_TYPE_LABEL,1.0,O,Report Type,SASHELP.FSP.OK.SLIST
4751.0,IN_MDDB_FILE,1.0,O,MDDB File,SASHELP.FSP.OK.SLIST
4752.0,IN_SERVICE,1.0,O,Service,SASHELP.FSP.OK.SLIST
4753.0,IN_ERROR,1.0,O,Error,SASHELP.FSP.OK.SLIST
4754.0,IN_SELECT_COLUMNS,1.0,O,Select Columns,SASHELP.FSP.OK.SLIST
4755.0,IN_SELECT_COLUMNS_TITLE,1.0,O,Select Columns to Process for,SASHELP.FSP.OK.SLIST
4756.0,IN_SELECTED_ORDER,1.0,O,Selected Order,SASHELP.FSP.OK.SLIST
4757.0,IN_SELECT_ALL,1.0,O,Select All,SASHELP.FSP.OK.SLIST
4758.0,IN_RESET,1.0,O,Reset,SASHELP.FSP.OK.SLIST
4759.0,IN_ALL_COLUMNS,1.0,O,All columns included if none are selected.,SASHELP.FSP.OK.SLIST
4760.0,IN_DATA_ERROR,1.0,O,An error occurred retrieving the requested data.,SASHELP.FSP.OK.SLIST
4761.0,IN_FILTER_COLUMNS,1.0,O,Filter Columns,SASHELP.FSP.OK.SLIST
4762.0,IN_NONE,1.0,O,None,SASHELP.FSP.OK.SLIST
4763.0,IN_SHOW_TIME,1.0,O,Show time,SASHELP.FSP.OK.SLIST
4764.0,IN_HEX_DUMP,1.0,O,Get a hex dump of the output,SASHELP.FSP.OK.SLIST
